,age,note_rate,wam,coupon,agency,curr_bal,maturity_date,term
3140MGKG5,7.0,3.541,352.0,2.5,UMBS,329127139.8,2052-04-01,359.0
3140MGJS1,7.0,3.459,352.0,2.5,UMBS,167719554.4,2052-03-01,359.0
3140MGJR3,7.0,3.021,352.0,2.0,UMBS,94958536.54,2052-03-01,359.0
3140MGJ69,8.0,2.726,171.0,2.0,UMBS,77385690.37,2037-04-01,179.0
3140MGHQ7,8.0,3.432,351.0,2.5,UMBS,344680858.8,2052-03-01,359.0
3140MGGL9,9.0,3.375,350.0,2.5,UMBS,163642305.3,2052-02-01,359.0
3140MGEM9,7.0,3.444,351.0,2.5,UMBS,108488825.0,2052-03-01,358.0
3140MGCT6,8.0,3.298,351.0,2.5,UMBS,231764445.8,2052-02-01,359.0
3140MGCS8,8.0,3.045,350.0,2.0,UMBS,106869682.0,2052-02-01,358.0
3140MFNB5,9.0,3.045,349.0,2.0,UMBS,130350920.8,2052-02-01,358.0
3140MEAD8,9.0,3.028,349.0,2.0,UMBS,69054064.64,2052-02-01,358.0
3140MDNK0,10.0,3.074,349.0,2.0,UMBS,152648627.8,2052-01-01,359.0
3140MDDY1,8.0,3.0,348.0,2.0,UMBS,72808871.86,2052-02-01,356.0
3140MDD96,8.0,2.426,170.0,1.5,UMBS,94037483.49,2037-02-01,178.0
3140MAZK3,6.0,4.185,353.0,3.5,UMBS,405488492.5,2052-05-01,359.0
3140MAXK5,6.0,2.753,172.0,2.0,UMBS,125019550.5,2037-04-01,178.0
3140MAVR2,5.0,4.373,354.0,3.5,UMBS,73045877.49,2052-06-01,359.0
3140MAV92,4.0,4.881,354.0,4.0,UMBS,224304749.9,2052-06-01,358.0
3140MAEQ3,9.0,3.026,350.0,2.0,UMBS,145493036.0,2052-02-01,359.0
3140MAEP5,9.0,3.02,349.0,2.0,UMBS,145009834.0,2052-02-01,358.0
3140MAEN0,9.0,3.357,350.0,2.5,UMBS,144622775.9,2052-02-01,359.0
3140MAEM2,9.0,3.009,350.0,2.0,UMBS,72019490.04,2052-02-01,359.0
3140MAE67,8.0,3.031,350.0,2.0,UMBS,101761863.4,2052-02-01,358.0
3140MAE59,9.0,3.012,350.0,2.0,UMBS,145769138.8,2052-02-01,359.0
3140MADR2,10.0,2.219,169.0,1.5,UMBS,114797341.3,2037-02-01,179.0
3140MAD84,9.0,3.361,350.0,2.5,UMBS,84724453.39,2052-02-01,359.0
3140MAD76,9.0,2.987,350.0,2.0,UMBS,155541742.2,2052-02-01,359.0
3140MACN2,10.0,3.33,348.0,2.5,UMBS,103112445.9,2052-01-01,358.0
3140MACM4,10.0,2.959,349.0,2.0,UMBS,156924292.4,2052-01-01,359.0
3140MACL6,10.0,2.947,348.0,2.0,UMBS,142727424.8,2052-01-01,358.0
3140MACB8,11.0,2.212,168.0,1.5,UMBS,136867086.3,2036-12-01,179.0
3140MA7K4,11.0,2.362,168.0,1.5,UMBS,85192566.61,2036-12-01,179.0
3140MA7J7,11.0,2.176,168.0,1.5,UMBS,89712307.42,2036-12-01,179.0
3140MA4A9,7.0,3.346,352.0,2.5,UMBS,182330413.1,2052-04-01,359.0
3140M9VP9,10.0,2.926,349.0,2.0,UMBS,122001117.6,2051-12-01,359.0
3140M9MA2,9.0,3.315,350.0,2.5,UMBS,143588654.8,2052-01-01,359.0
3140M9L96,9.0,3.046,349.0,2.0,UMBS,109074732.7,2052-01-01,358.0
3140M9L62,10.0,3.022,349.0,2.0,UMBS,325343860.1,2052-01-01,359.0
3140M96U6,10.0,3.004,348.0,2.0,UMBS,68902118.09,2051-12-01,358.0
3140M94K0,11.0,2.785,324.0,2.0,UMBS,89425121.29,2051-12-01,335.0
3140M82Y4,11.0,3.081,347.0,2.0,UMBS,129888247.9,2051-12-01,358.0
3140M82N8,11.0,2.926,348.0,2.0,UMBS,145723639.3,2051-11-01,359.0
3140M7UN9,12.0,2.916,346.0,2.0,UMBS,108817194.8,2051-11-01,358.0
3140M7R45,11.0,2.929,349.0,2.0,UMBS,181345073.7,2051-12-01,360.0
3140M75U1,9.0,2.988,348.0,2.0,UMBS,95536863.59,2052-01-01,357.0
3140M73F6,11.0,2.951,347.0,2.0,UMBS,185568653.2,2051-12-01,358.0
3140M5GU3,11.0,2.889,347.0,2.0,UMBS,138198336.1,2051-12-01,358.0
3140M5GT6,11.0,2.89,347.0,2.0,UMBS,144180627.1,2051-12-01,358.0
3140M5GK5,11.0,2.891,346.0,2.0,UMBS,119640275.3,2051-12-01,357.0
3140M5EX9,10.0,2.954,348.0,2.0,UMBS,95787073.09,2051-12-01,358.0
3140M5EA9,12.0,2.151,167.0,1.5,UMBS,72072588.46,2036-11-01,179.0
3140M4UQ9,12.0,2.898,346.0,2.0,UMBS,110721863.0,2051-10-01,358.0
3140M4R91,11.0,2.866,345.0,2.0,UMBS,87750487.48,2051-11-01,356.0
3140M3X70,11.0,2.806,347.0,2.0,UMBS,72784554.43,2051-11-01,358.0
3140M3RV4,13.0,2.777,346.0,2.0,UMBS,91952824.28,2051-10-01,359.0
3140M2RK0,10.0,2.563,168.0,2.0,UMBS,130940409.0,2036-12-01,178.0
3140M2QQ8,10.0,3.339,348.0,2.5,UMBS,78788181.25,2051-12-01,358.0
3140M2Q70,10.0,2.23,168.0,1.5,UMBS,170867938.7,2036-12-01,178.0
3140M2PZ9,9.0,3.349,350.0,2.5,UMBS,109597618.7,2052-02-01,359.0
3140M2PY2,9.0,3.0,349.0,2.0,UMBS,194419552.6,2052-02-01,358.0
3140M2P22,8.0,3.027,351.0,2.0,UMBS,176941449.3,2052-02-01,359.0
3140M2MZ2,10.0,2.235,169.0,1.5,UMBS,162518533.2,2037-01-01,179.0
3140M2MU3,9.0,2.631,169.0,2.0,UMBS,110831030.0,2037-01-01,178.0
3140M2LX8,7.0,3.77,351.0,3.0,UMBS,192771815.2,2052-03-01,358.0
3140M2LK6,8.0,3.323,351.0,2.5,UMBS,268941473.2,2052-03-01,359.0
3140M2JU7,9.0,2.364,170.0,1.5,UMBS,122490184.0,2037-02-01,179.0
3140M2J78,8.0,2.728,170.0,2.0,UMBS,113818489.4,2037-02-01,178.0
3140M2D58,11.0,3.286,348.0,2.5,UMBS,77620497.47,2051-11-01,359.0
3140M2CX8,11.0,3.285,348.0,2.5,UMBS,166388565.2,2051-11-01,359.0
3140M2CJ9,11.0,2.894,348.0,2.0,UMBS,176082066.7,2051-11-01,359.0
3140M1GR9,12.0,2.883,346.0,2.0,UMBS,128419746.6,2051-11-01,358.0
3140M1GQ1,12.0,2.873,346.0,2.0,UMBS,141158341.8,2051-11-01,358.0
3140M1EQ3,13.0,2.81,345.0,2.0,UMBS,115867595.8,2051-10-01,358.0
3140M13H5,13.0,3.061,345.0,2.0,UMBS,89380068.6,2051-09-01,358.0
3140LYQE6,11.0,2.223,166.0,1.5,UMBS,134572751.5,2036-11-01,177.0
3140LYN82,12.0,2.878,345.0,2.0,UMBS,209084578.8,2051-11-01,357.0
3140LYB77,14.0,2.969,344.0,2.0,UMBS,111092771.6,2051-09-01,358.0
3140LXCW3,4.0,4.918,354.0,4.0,UMBS,116354339.6,2052-06-01,358.0
3140LWBH9,14.0,2.083,164.0,1.5,UMBS,99139090.26,2036-09-01,178.0
3140LWBE6,14.0,2.09,163.0,1.5,UMBS,75957062.16,2036-09-01,177.0
3140LVCQ0,15.0,3.048,343.0,2.0,UMBS,88003696.81,2051-08-01,358.0
3140LV6V6,14.0,3.341,344.0,2.5,UMBS,79284968.04,2051-08-01,358.0
3140LV5W5,14.0,3.322,343.0,2.5,UMBS,188522437.5,2051-08-01,357.0
3140LV5S4,14.0,2.909,343.0,2.0,UMBS,102697763.2,2051-08-01,357.0
3140LUZ38,13.0,2.202,164.0,1.5,UMBS,104511721.0,2036-09-01,177.0
3140LUY47,14.0,2.932,343.0,2.0,UMBS,174997126.9,2051-09-01,357.0
3140LUXC0,15.0,2.95,343.0,2.0,UMBS,144063457.7,2051-08-01,358.0
3140LTQC1,15.0,2.92,342.0,2.0,UMBS,97837942.39,2051-07-01,357.0
3140LTN67,16.0,3.462,341.0,2.5,UMBS,100887242.4,2051-06-01,357.0
3140LTKF0,14.0,3.363,344.0,2.5,UMBS,79780008.74,2051-08-01,358.0
3140LTKE3,14.0,2.912,343.0,2.0,UMBS,148628278.6,2051-08-01,357.0
3140LSN36,16.0,3.037,342.0,2.0,UMBS,108338685.6,2051-06-01,358.0
3140LSN28,16.0,2.799,341.0,2.0,UMBS,92153409.81,2051-06-01,357.0
3140LRCW6,14.0,2.919,344.0,2.0,UMBS,71629451.99,2051-08-01,358.0
3140LQXR6,17.0,2.878,341.0,2.0,UMBS,70417050.37,2051-05-01,358.0
3140LQXP0,17.0,2.938,339.0,2.0,UMBS,139447425.1,2051-05-01,356.0
3140LQVS6,15.0,2.965,341.0,2.0,UMBS,68213578.79,2051-07-01,356.0
3140LQVN7,16.0,2.973,341.0,2.0,UMBS,98676453.36,2051-07-01,357.0
3140LQVG2,16.0,2.993,342.0,2.0,UMBS,135522614.9,2051-07-01,358.0
3140LQH94,8.0,2.239,171.0,1.5,UMBS,99370840.13,2037-03-01,179.0
3140LQGU8,8.0,3.311,351.0,2.5,UMBS,89239800.13,2052-02-01,359.0
3140LQEN6,9.0,2.15,170.0,1.5,UMBS,79157948.24,2037-02-01,179.0
3140LQDP2,9.0,2.903,350.0,2.0,UMBS,190213577.6,2052-01-01,359.0
3140LQCK4,10.0,2.129,169.0,1.5,UMBS,89119865.68,2037-01-01,179.0
3140LQB82,15.0,3.293,343.0,2.5,UMBS,131373500.2,2051-07-01,358.0
3140LQB74,15.0,2.881,341.0,2.0,UMBS,342069586.0,2051-07-01,356.0
3140LQAH3,17.0,2.869,341.0,2.0,UMBS,444092381.2,2051-06-01,358.0
3140LQA34,16.0,2.629,162.0,2.0,UMBS,71123580.98,2036-06-01,178.0
3140LPNH1,16.0,2.2,161.0,1.5,UMBS,164731635.1,2036-07-01,177.0
3140LPDA7,18.0,2.897,337.0,2.0,UMBS,71459200.98,2051-06-01,355.0
3140LP6L1,17.0,2.203,160.0,1.5,UMBS,122628655.5,2036-05-01,177.0
3140LP3S9,17.0,3.439,342.0,2.5,UMBS,72385618.71,2051-06-01,359.0
3140LNR66,18.0,2.912,339.0,2.0,UMBS,115837600.9,2051-04-01,357.0
3140LNR58,18.0,2.797,339.0,2.0,UMBS,162158172.5,2051-05-01,357.0
3140LNPD3,16.0,3.304,343.0,2.5,UMBS,79808446.89,2051-06-01,359.0
3140LNPC5,16.0,3.012,342.0,2.0,UMBS,82062564.92,2051-06-01,358.0
3140LNG92,13.0,3.315,344.0,2.5,UMBS,379255199.5,2051-09-01,357.0
3140L8ZX1,18.0,2.867,339.0,2.0,UMBS,86876068.47,2051-04-01,357.0
3140L8ZW3,18.0,2.469,339.0,1.5,UMBS,92523202.52,2051-04-01,357.0
3140L8ZR4,18.0,2.854,339.0,2.0,UMBS,126132615.3,2051-04-01,357.0
3140L8ZP8,18.0,3.032,337.0,2.0,UMBS,107124983.1,2051-04-01,355.0
3140L8ZN3,19.0,2.918,338.0,2.0,UMBS,108446200.3,2051-04-01,357.0
3140L8YT1,19.0,2.454,158.0,1.5,UMBS,96139576.22,2036-04-01,177.0
3140L8YS3,19.0,2.247,158.0,1.5,UMBS,81118772.24,2036-04-01,177.0
3140L8JL5,17.0,2.975,340.0,2.0,UMBS,132334245.3,2051-06-01,357.0
3140L8GS3,17.0,2.951,339.0,2.0,UMBS,70440669.65,2051-05-01,356.0
3140L8GR5,18.0,2.905,338.0,2.0,UMBS,86123632.83,2051-05-01,356.0
3140L8GQ7,18.0,2.505,338.0,1.5,UMBS,105692707.2,2051-05-01,356.0
3140L7ZH8,19.0,2.752,338.0,2.0,UMBS,123923068.1,2051-04-01,357.0
3140L7X98,17.0,3.261,340.0,2.5,UMBS,156639533.7,2051-05-01,357.0
3140L7X80,17.0,2.843,338.0,2.0,UMBS,474041311.1,2051-05-01,355.0
3140L6WT7,17.0,3.266,340.0,2.5,UMBS,176133845.1,2051-05-01,357.0
3140L6WK6,17.0,2.905,339.0,2.0,UMBS,157499293.3,2051-05-01,356.0
3140L6UX0,18.0,3.233,341.0,2.5,UMBS,81015846.63,2051-04-01,359.0
3140L6UU6,18.0,2.845,339.0,2.0,UMBS,124349182.3,2051-04-01,357.0
3140L5YD2,18.0,2.864,337.0,2.0,UMBS,103958234.1,2051-05-01,355.0
3140L5S98,20.0,2.717,337.0,2.0,UMBS,96734688.74,2051-03-01,357.0
3140L5ER3,19.0,2.796,337.0,2.0,UMBS,73671728.82,2051-03-01,356.0
3140L5AJ5,19.0,2.738,338.0,2.0,UMBS,158831909.9,2051-04-01,357.0
3140L5A97,18.0,2.071,159.0,1.5,UMBS,86889621.44,2036-04-01,177.0
3140L4EP0,19.0,2.879,339.0,2.0,UMBS,68356152.73,2051-03-01,358.0
3140L3N31,19.0,2.839,337.0,2.0,UMBS,134526989.2,2051-04-01,356.0
3140L0RR0,14.0,3.282,343.0,2.5,UMBS,144521969.7,2051-08-01,357.0
3140L0QW0,14.0,2.337,163.0,1.5,UMBS,96885492.79,2036-08-01,177.0
3140L0PX9,15.0,3.342,342.0,2.5,UMBS,329969969.8,2051-08-01,357.0
3140L0PW1,14.0,3.353,344.0,2.5,UMBS,171938045.9,2051-08-01,358.0
3140L0PR2,15.0,2.932,341.0,2.0,UMBS,86232936.07,2051-08-01,356.0
3140L0PQ4,14.0,2.951,344.0,2.0,UMBS,360708339.8,2051-08-01,358.0
3140L0MN4,15.0,2.33,162.0,1.5,UMBS,144317041.2,2036-07-01,177.0
3140L0LT2,16.0,3.316,342.0,2.5,UMBS,312162643.6,2051-07-01,358.0
3140L0H91,16.0,2.859,341.0,2.0,UMBS,80303778.31,2051-06-01,357.0
3140KYZ98,20.0,2.498,337.0,1.5,UMBS,107522056.6,2051-03-01,357.0
3140KYYL2,21.0,2.475,334.0,1.5,UMBS,96868599.95,2051-02-01,355.0
3140KYFK5,17.0,2.299,160.0,1.5,UMBS,125114244.8,2036-05-01,177.0
3140KYEU4,17.0,2.834,339.0,2.0,UMBS,117448075.5,2051-05-01,356.0
3140KYES9,17.0,3.267,340.0,2.5,UMBS,86775039.38,2051-05-01,357.0
3140KYDL5,17.0,3.249,340.0,2.5,UMBS,430138141.8,2051-05-01,357.0
3140KYCR3,18.0,2.464,340.0,1.5,UMBS,91844307.0,2051-05-01,358.0
3140KYCB8,18.0,2.222,159.0,1.5,UMBS,133965598.3,2036-04-01,177.0
3140KYBQ6,18.0,2.771,339.0,2.0,UMBS,395108291.7,2051-04-01,357.0
3140KYBN3,18.0,2.766,339.0,2.0,UMBS,402747239.0,2051-04-01,357.0
3140KYBM5,18.0,2.761,339.0,2.0,UMBS,428033278.5,2051-04-01,357.0
3140KY2D5,20.0,2.444,336.0,1.5,UMBS,128315287.7,2051-03-01,356.0
3140KXZJ8,21.0,2.286,155.0,1.5,UMBS,101030520.6,2036-01-01,176.0
3140KXX84,22.0,2.259,155.0,1.5,UMBS,109618319.4,2036-01-01,177.0
3140KXFP6,22.0,2.816,334.0,2.0,UMBS,87246637.23,2050-12-01,356.0
3140KVJ27,22.0,2.248,154.0,1.5,UMBS,232308753.1,2035-12-01,176.0
3140KUQK1,24.0,2.893,330.0,2.0,UMBS,98444280.73,2050-12-01,354.0
3140KULW0,23.0,2.202,153.0,1.5,UMBS,288944511.3,2035-12-01,176.0
3140KUKG6,22.0,2.863,334.0,2.0,UMBS,126285977.1,2051-01-01,356.0
3140KTTZ8,20.0,2.468,336.0,1.5,UMBS,176410310.5,2051-03-01,356.0
3140KTTY1,19.0,2.794,338.0,2.0,UMBS,162275192.3,2051-03-01,357.0
3140KTTX3,19.0,2.789,338.0,2.0,UMBS,276896761.1,2051-03-01,357.0
3140KTT47,19.0,2.789,337.0,2.0,UMBS,305002173.8,2051-03-01,356.0
3140KTT39,19.0,2.411,337.0,1.5,UMBS,73201530.64,2051-03-01,356.0
3140KSWB9,10.0,2.191,168.0,1.5,UMBS,91875130.46,2036-12-01,178.0
3140KSPG6,13.0,2.804,344.0,2.0,UMBS,360907857.2,2051-11-01,357.0
3140KRM71,24.0,2.172,152.0,1.5,UMBS,115645070.0,2035-11-01,176.0
3140KRLU1,24.0,2.173,152.0,1.5,UMBS,108777072.9,2035-10-01,176.0
3140KR7F0,23.0,2.17,153.0,1.5,UMBS,178915885.5,2035-11-01,176.0
3140KQN31,25.0,2.925,316.0,2.0,UMBS,103317006.0,2050-09-01,341.0
3140KQKM2,24.0,2.162,152.0,1.5,UMBS,93726072.61,2035-10-01,176.0
3140KPZV8,22.0,2.27,154.0,1.5,UMBS,76935641.89,2035-12-01,176.0
3140KP5W9,21.0,2.632,154.0,2.0,UMBS,77822227.07,2036-01-01,175.0
3140KP5U3,21.0,2.634,152.0,2.0,UMBS,78914148.73,2036-01-01,173.0
3140KP5K5,22.0,2.235,154.0,1.5,UMBS,76298003.56,2036-01-01,176.0
3140KNP36,24.0,2.135,152.0,1.5,UMBS,162607079.1,2035-10-01,176.0
3140KMZS2,25.0,2.828,329.0,2.0,UMBS,75854782.26,2050-09-01,354.0
3140KLS86,27.0,2.729,149.0,2.0,UMBS,69721375.18,2035-08-01,176.0
3140KLDY5,15.0,2.231,161.0,1.5,UMBS,95634268.13,2036-07-01,176.0
3140KLDX7,15.0,2.926,341.0,2.0,UMBS,149080468.2,2051-07-01,356.0
3140KLDW9,16.0,2.94,341.0,2.0,UMBS,192751906.0,2051-07-01,357.0
3140KLCX8,16.0,2.925,341.0,2.0,UMBS,193445220.8,2051-07-01,357.0
3140KKXM1,25.0,2.915,329.0,2.0,UMBS,74458858.24,2050-09-01,354.0
3140KHUN9,27.0,2.74,146.0,2.0,UMBS,97208703.34,2035-08-01,173.0
3140KHTT8,27.0,2.699,147.0,2.0,UMBS,107575149.8,2035-08-01,174.0
3140KHT92,27.0,2.682,146.0,2.0,UMBS,104559589.1,2035-08-01,173.0
3140KGXZ1,28.0,3.382,325.0,2.5,UMBS,125336671.6,2050-07-01,353.0
3140KGXL2,27.0,2.682,146.0,2.0,UMBS,107489146.4,2035-07-01,173.0
3140KGX73,27.0,2.686,146.0,2.0,UMBS,128062294.4,2035-07-01,173.0
3140KGWN9,28.0,2.674,145.0,2.0,UMBS,101027178.6,2035-07-01,173.0
3140KGW74,28.0,2.661,146.0,2.0,UMBS,117378340.3,2035-07-01,174.0
3140KFYQ2,28.0,3.398,316.0,2.5,UMBS,68894851.28,2050-06-01,344.0
3140KFN92,23.0,3.347,333.0,2.5,UMBS,83952863.48,2050-11-01,356.0
3140KFMY8,23.0,2.778,153.0,2.0,UMBS,136755601.9,2035-11-01,176.0
3140KFJ63,24.0,2.702,152.0,2.0,UMBS,106514470.0,2035-10-01,176.0
3140KFHW8,24.0,3.336,333.0,2.5,UMBS,106537625.8,2050-10-01,357.0
3140KEM96,25.0,3.346,330.0,2.5,UMBS,132760042.3,2050-09-01,355.0
3140KELG1,26.0,2.931,328.0,2.0,UMBS,102342401.1,2050-08-01,354.0
3140KEJS8,26.0,3.366,330.0,2.5,UMBS,344730446.7,2050-08-01,356.0
3140KEJ82,26.0,2.75,149.0,2.0,UMBS,112255628.9,2035-08-01,175.0
3140KEGE2,27.0,2.74,148.0,2.0,UMBS,70852229.87,2035-07-01,175.0
3140KEFR4,27.0,3.36,329.0,2.5,UMBS,141762034.9,2050-07-01,356.0
3140KEFQ6,27.0,3.354,325.0,2.5,UMBS,251699271.9,2050-07-01,352.0
3140KEDW5,28.0,3.386,326.0,2.5,UMBS,88609027.44,2050-06-01,354.0
3140KEDQ8,28.0,3.389,326.0,2.5,UMBS,103285040.3,2050-06-01,354.0
3140KDPY0,29.0,3.406,324.0,2.5,UMBS,82437322.89,2050-05-01,353.0
3140KDMN7,29.0,3.374,322.0,2.5,UMBS,96989185.44,2050-05-01,351.0
3140KDK74,28.0,3.398,326.0,2.5,UMBS,71703566.73,2050-06-01,354.0
3140KDHK9,28.0,3.393,325.0,2.5,UMBS,89004807.05,2050-06-01,353.0
3140KCN24,30.0,3.41,322.0,2.5,UMBS,84199214.24,2050-04-01,352.0
3140KCJR4,29.0,3.404,323.0,2.5,UMBS,97918983.82,2050-05-01,352.0
3140KCHC9,30.0,3.356,322.0,2.5,UMBS,204737232.7,2050-05-01,352.0
3140KCGS5,29.0,3.347,323.0,2.5,UMBS,93174076.99,2050-05-01,352.0
3140KBRL0,29.0,3.356,325.0,2.5,UMBS,69169152.16,2050-06-01,354.0
3140KBR30,28.0,3.361,325.0,2.5,UMBS,68598415.37,2050-07-01,353.0
3140KABZ8,30.0,3.376,321.0,2.5,UMBS,111001666.8,2050-04-01,351.0
3140KAAV8,30.0,3.374,323.0,2.5,UMBS,181495781.4,2050-04-01,353.0
3140KA5Z5,18.0,2.883,334.0,2.0,UMBS,80581459.47,2051-07-01,352.0
3140KA4J2,17.0,2.907,331.0,2.0,UMBS,242352724.1,2051-06-01,348.0
3140K9EH8,31.0,3.458,322.0,2.5,UMBS,406065322.8,2050-04-01,353.0
3140K9EG0,30.0,3.45,325.0,2.5,UMBS,316620558.3,2050-04-01,355.0
3140K9EF2,30.0,3.837,325.0,3.0,UMBS,185809644.7,2050-04-01,355.0
3140K9EE5,30.0,3.833,325.0,3.0,UMBS,223453589.3,2050-04-01,355.0
3140K9ED7,31.0,3.863,323.0,3.0,UMBS,140480928.6,2050-04-01,354.0
3140K9EC9,30.0,3.461,325.0,2.5,UMBS,411378237.4,2050-04-01,355.0
3140K8UV1,30.0,3.397,319.0,2.5,UMBS,87326368.58,2050-04-01,349.0
3140K8UU3,30.0,3.385,317.0,2.5,UMBS,182279416.2,2050-04-01,347.0
3140K8US8,30.0,3.898,316.0,3.0,UMBS,91028653.77,2050-04-01,346.0
3140K8UK5,30.0,3.413,323.0,2.5,UMBS,129878881.9,2050-04-01,353.0
3140K8UD1,30.0,3.456,323.0,2.5,UMBS,77348239.28,2050-04-01,353.0
3140K7WQ2,31.0,3.879,324.0,3.0,UMBS,108732117.1,2050-03-01,355.0
3140K5LP0,31.0,3.537,321.0,2.5,UMBS,69211859.93,2050-03-01,352.0
3140K5LN5,32.0,3.893,323.0,3.0,UMBS,122692795.4,2050-03-01,355.0
3140K5LM7,31.0,3.879,325.0,3.0,UMBS,93507435.84,2050-03-01,356.0
3140K5JQ1,33.0,3.917,321.0,3.0,UMBS,117733287.2,2050-02-01,354.0
3140K5JP3,33.0,3.907,322.0,3.0,UMBS,123440450.4,2050-02-01,355.0
3140K3LL4,33.0,3.913,324.0,3.0,UMBS,79714745.54,2050-01-01,357.0
3140K3DZ2,33.0,3.907,323.0,3.0,UMBS,94434863.69,2050-02-01,356.0
3140K3DY5,33.0,3.92,322.0,3.0,UMBS,102186863.3,2050-02-01,355.0
3140K3BG6,33.0,3.851,321.0,3.0,UMBS,166580790.3,2050-01-01,354.0
3140K3BE1,34.0,3.829,319.0,3.0,UMBS,113712245.9,2050-01-01,353.0
3140K2RK2,18.0,2.549,339.0,1.5,UMBS,144040321.2,2051-05-01,357.0
3140K2RJ5,19.0,2.871,337.0,2.0,UMBS,99638859.17,2051-05-01,356.0
3140K2PB4,18.0,2.348,159.0,1.5,UMBS,90228027.74,2036-05-01,177.0
3140K2MP6,18.0,2.207,160.0,1.5,UMBS,75673452.51,2036-04-01,178.0
3140K13S3,35.0,3.455,318.0,2.5,UMBS,120058874.8,2049-12-01,353.0
3140K0GU6,36.0,3.811,318.0,3.0,UMBS,174267369.9,2049-11-01,354.0
3140K0GS1,36.0,3.829,318.0,3.0,UMBS,186064515.1,2049-11-01,354.0
3140K0GR3,36.0,3.833,319.0,3.0,UMBS,81953987.08,2049-11-01,355.0
3140K0EW4,36.0,3.852,321.0,3.0,UMBS,70321791.33,2049-11-01,357.0
3140JXTC2,36.0,4.424,320.0,3.5,UMBS,82167101.7,2049-11-01,356.0
3140JXRN0,37.0,3.925,318.0,3.0,UMBS,75776094.01,2049-10-01,355.0
3140JWNV8,38.0,4.409,317.0,3.5,UMBS,71495061.87,2049-09-01,355.0
3140JWNT3,38.0,3.971,315.0,3.0,UMBS,68480889.82,2049-09-01,353.0
3140JWNR7,38.0,3.979,315.0,3.0,UMBS,96759783.97,2049-09-01,353.0
3140JWNQ9,38.0,3.971,314.0,3.0,UMBS,100475044.3,2049-09-01,352.0
3140JSEK1,19.0,2.414,337.0,1.5,UMBS,223484211.8,2051-04-01,356.0
3140JSCH0,20.0,2.806,336.0,2.0,UMBS,387201898.6,2051-03-01,356.0
3140JSC31,20.0,2.174,157.0,1.5,UMBS,95416026.72,2036-03-01,177.0
3140JQRY1,39.0,4.367,315.0,3.5,UMBS,158307627.5,2049-08-01,354.0
3140JQRB1,38.0,3.894,318.0,3.0,UMBS,119885773.4,2049-08-01,356.0
3140JQQQ9,40.0,4.399,314.0,3.5,UMBS,326563071.7,2049-07-01,354.0
3140JPM93,41.0,4.448,313.0,3.5,UMBS,132268774.6,2049-06-01,354.0
3140JPM44,41.0,4.01,313.0,3.0,UMBS,163524613.0,2049-06-01,354.0
3140JPKH7,42.0,4.49,312.0,3.5,UMBS,105607948.4,2049-05-01,354.0
3140JHZH9,48.0,4.69,304.0,4.0,UMBS,117906954.0,2048-11-01,352.0
3140J8X57,130.0,3.466,45.0,3.0,UMBS,112084129.2,2030-03-01,175.0
3140J8GW7,77.0,4.138,274.0,3.5,UMBS,6351281890.0,2047-10-01,351.0
3140J8GV9,74.0,3.649,275.0,3.0,UMBS,20469201618.0,2047-07-01,349.0
3140J8CC5,76.0,3.507,97.0,3.0,UMBS,705902385.7,2032-01-01,173.0
3140J8BW2,74.0,2.929,99.0,2.5,UMBS,3762724443.0,2032-02-01,173.0
3140J8BV4,72.0,2.576,101.0,2.0,UMBS,240557461.7,2032-01-01,173.0
3140J8BU6,85.0,4.126,264.0,3.5,UMBS,5217182971.0,2046-12-01,349.0
3140J6GR2,54.0,4.613,298.0,4.0,UMBS,209312625.4,2048-09-01,352.0
3140J6GQ4,63.0,4.496,289.0,4.0,UMBS,428517688.2,2048-01-01,352.0
3140J6GP6,64.0,4.498,287.0,4.0,UMBS,218377610.0,2047-12-01,351.0
3140J6GM3,67.0,4.471,285.0,4.0,UMBS,196845098.4,2047-10-01,352.0
3140J6GL5,68.0,4.488,283.0,4.0,UMBS,112355734.5,2047-10-01,351.0
3140J6GK7,78.0,4.128,273.0,3.5,UMBS,1078281515.0,2046-12-01,351.0
3140J6GJ0,69.0,4.001,282.0,3.5,UMBS,126831396.5,2047-05-01,351.0
3140J5NJ4,85.0,3.062,88.0,2.5,UMBS,591496440.0,2031-10-01,173.0
3140J5G29,85.0,3.781,262.0,3.0,UMBS,1708232295.0,2046-03-01,347.0
3140J5D63,97.0,4.621,253.0,4.0,UMBS,122229239.0,2045-06-01,350.0
3140J57J2,87.0,4.635,263.0,4.0,UMBS,1959174086.0,2047-02-01,350.0
3140J52N8,87.0,3.489,86.0,3.0,UMBS,1729396554.0,2031-09-01,173.0
3140HNK35,21.0,2.271,155.0,1.5,UMBS,76215585.53,2036-01-01,176.0
3140HMZ98,48.0,4.708,303.0,4.0,UMBS,173605171.4,2048-11-01,351.0
3140HMXN9,49.0,4.666,302.0,4.0,UMBS,120190002.4,2048-10-01,351.0
3140HMRV8,49.0,4.662,302.0,4.0,UMBS,121936820.5,2048-10-01,351.0
3140HMR22,49.0,5.183,305.0,4.5,UMBS,79337864.94,2048-10-01,354.0
3140HGC70,28.0,3.297,324.0,2.5,UMBS,69665605.01,2050-07-01,352.0
3140HGBX4,28.0,3.361,326.0,2.5,UMBS,87689275.22,2050-07-01,354.0
3140HF3Q0,29.0,3.398,324.0,2.5,UMBS,126304975.1,2050-06-01,353.0
