,age,note_rate,wam,coupon,agency,curr_bal,maturity_date,term
31335A2M9,122.0,3.631,222.0,3.0,FHLMCGLD,306178514.9,2043-01-01,344.0
31335A2K3,152.0,4.601,192.0,4.0,FHLMCGLD,116763554.9,2043-08-01,344.0
31335A2H0,159.0,5.007,187.0,4.5,FHLMCGLD,69117161.71,2042-03-01,346.0
31335A2G2,158.0,4.601,185.0,4.0,FHLMCGLD,101930050.6,2042-03-01,343.0
31334YGF8,39.0,4.301,316.0,3.5,UMBS,106291299.9,2049-08-01,355.0
31334YCC9,39.0,3.99,316.0,3.0,UMBS,105370321.3,2049-08-01,355.0
31334XEQ8,40.0,4.373,314.0,3.5,UMBS,140355916.1,2049-07-01,354.0
31334WLU3,41.0,4.479,312.0,3.5,UMBS,157912542.8,2049-06-01,353.0
3132WK6J2,69.0,3.569,281.0,3.0,FHLMCGLD,71323378.01,2047-02-01,350.0
3132J4JF7,128.0,3.934,103.0,3.5,FHLMCGLD,88416054.22,2036-02-01,231.0
3132DWET6,2.0,5.896,356.0,5.0,UMBS,1758306025.0,2052-09-01,358.0
3132DWES8,2.0,5.454,356.0,4.5,UMBS,1691565582.0,2052-09-01,358.0
3132DWER0,2.0,4.958,356.0,4.0,UMBS,834596611.3,2052-09-01,358.0
3132DWEL3,3.0,5.828,355.0,5.0,UMBS,625603918.1,2052-08-01,358.0
3132DWEK5,3.0,5.389,355.0,4.5,UMBS,4672590618.0,2052-08-01,358.0
3132DWEJ8,3.0,4.921,355.0,4.0,UMBS,2817307181.0,2052-08-01,358.0
3132DWEH2,4.0,4.338,355.0,3.5,UMBS,905147696.3,2052-08-01,359.0
3132DWEE9,4.0,5.806,354.0,5.0,UMBS,155230542.4,2052-07-01,358.0
3132DWEC3,4.0,5.342,354.0,4.5,UMBS,2340624770.0,2052-07-01,358.0
3132DWEB5,5.0,5.223,354.0,4.5,UMBS,114128659.3,2052-06-01,359.0
3132DWDZ3,5.0,3.815,353.0,3.0,UMBS,1925046756.0,2052-06-01,358.0
3132DWDU4,6.0,4.662,353.0,4.0,UMBS,352728610.3,2052-05-01,359.0
3132DWDT7,6.0,4.192,353.0,3.5,UMBS,3475616399.0,2052-05-01,359.0
3132DWDS9,6.0,3.816,352.0,3.0,UMBS,2767977807.0,2052-05-01,358.0
3132DWDR1,7.0,3.414,352.0,2.5,UMBS,2004950682.0,2052-05-01,359.0
3132DWDK6,7.0,3.814,352.0,3.0,UMBS,5353086650.0,2052-04-01,359.0
3132DWDJ9,7.0,3.383,351.0,2.5,UMBS,3404740163.0,2052-04-01,358.0
3132DWDH3,8.0,2.95,351.0,2.0,UMBS,2746576529.0,2052-04-01,359.0
3132DWDE0,8.0,3.746,350.0,3.0,UMBS,558602093.3,2052-03-01,358.0
3132DWDD2,8.0,3.339,350.0,2.5,UMBS,11158535992.0,2052-03-01,358.0
3132DWDC4,8.0,2.965,350.0,2.0,UMBS,7527779332.0,2052-03-01,358.0
3132DWD83,4.0,4.88,354.0,4.0,UMBS,1746451416.0,2052-07-01,358.0
3132DWD75,5.0,4.268,354.0,3.5,UMBS,1878619374.0,2052-07-01,359.0
3132DWD34,5.0,4.776,353.0,4.0,UMBS,1515009651.0,2052-06-01,358.0
3132DWD26,5.0,4.295,353.0,3.5,UMBS,2966540981.0,2052-06-01,358.0
3132DWCZ4,10.0,2.913,348.0,2.0,UMBS,12435371566.0,2052-01-01,358.0
3132DWCW1,11.0,4.298,345.0,3.5,UMBS,84629805.49,2051-12-01,356.0
3132DWCU5,11.0,3.247,347.0,2.5,UMBS,10728643998.0,2051-12-01,358.0
3132DWCT8,11.0,2.863,347.0,2.0,UMBS,14815150797.0,2051-12-01,358.0
3132DWCP6,12.0,3.192,346.0,2.5,UMBS,9936115663.0,2051-11-01,358.0
3132DWCN1,12.0,2.828,346.0,2.0,UMBS,16507564904.0,2051-11-01,358.0
3132DWCJ0,13.0,3.275,344.0,2.5,UMBS,10427417634.0,2051-10-01,357.0
3132DWCH4,13.0,2.857,345.0,2.0,UMBS,25717621257.0,2051-10-01,358.0
3132DWCE1,14.0,4.331,341.0,3.5,UMBS,72410267.19,2051-09-01,355.0
3132DWCC5,14.0,3.298,343.0,2.5,UMBS,17250432367.0,2051-09-01,357.0
3132DWCB7,14.0,2.898,343.0,2.0,UMBS,28198539968.0,2051-09-01,357.0
3132DWC84,9.0,3.63,349.0,3.0,UMBS,80473878.58,2052-02-01,358.0
3132DWC76,9.0,3.292,349.0,2.5,UMBS,10591174009.0,2052-02-01,358.0
3132DWC68,9.0,2.934,349.0,2.0,UMBS,12218524562.0,2052-02-01,358.0
3132DWC35,10.0,3.817,348.0,3.0,UMBS,116146909.9,2052-01-01,358.0
3132DWC27,10.0,3.282,348.0,2.5,UMBS,9659691594.0,2052-01-01,358.0
3132DWBZ5,16.0,3.303,341.0,2.5,UMBS,14142729330.0,2051-07-01,357.0
3132DWBY8,16.0,2.916,341.0,2.0,UMBS,13433409107.0,2051-07-01,357.0
3132DWBU6,17.0,3.269,340.0,2.5,UMBS,13627434367.0,2051-06-01,357.0
3132DWBT9,17.0,2.869,340.0,2.0,UMBS,10592438010.0,2051-06-01,357.0
3132DWBS1,17.0,2.508,339.0,1.5,UMBS,686049085.3,2051-06-01,356.0
3132DWBQ5,18.0,3.28,339.0,2.5,UMBS,3663933930.0,2051-05-01,357.0
3132DWBP7,18.0,2.869,339.0,2.0,UMBS,26118600886.0,2051-05-01,357.0
3132DWBN2,18.0,2.534,338.0,1.5,UMBS,5766994085.0,2051-05-01,356.0
3132DWBJ1,19.0,3.095,336.0,2.5,UMBS,303237856.7,2051-04-01,355.0
3132DWBH5,19.0,2.837,337.0,2.0,UMBS,18704784691.0,2051-04-01,356.0
3132DWBG7,19.0,2.533,337.0,1.5,UMBS,9472964334.0,2051-04-01,356.0
3132DWBC6,21.0,3.351,329.0,2.5,UMBS,200865169.7,2051-03-01,350.0
3132DWBB8,20.0,2.861,336.0,2.0,UMBS,22464446836.0,2051-03-01,356.0
3132DWBA0,20.0,2.526,336.0,1.5,UMBS,9589064543.0,2051-03-01,356.0
3132DWB69,15.0,3.304,342.0,2.5,UMBS,11594263956.0,2051-08-01,357.0
3132DWB51,15.0,2.92,342.0,2.0,UMBS,22124739675.0,2051-08-01,357.0
3132DWAX1,22.0,3.357,331.0,2.5,UMBS,2278102782.0,2051-01-01,353.0
3132DWAW3,22.0,2.898,330.0,2.0,UMBS,30575933883.0,2051-01-01,352.0
3132DWAV5,22.0,2.539,334.0,1.5,UMBS,5032483906.0,2051-01-01,356.0
3132DWAP8,23.0,3.343,332.0,2.5,UMBS,3165961942.0,2050-12-01,355.0
3132DWAN3,23.0,2.897,332.0,2.0,UMBS,24983871442.0,2050-12-01,355.0
3132DWAM5,23.0,2.54,332.0,1.5,UMBS,4420245167.0,2050-12-01,355.0
3132DWAG8,24.0,3.341,329.0,2.5,UMBS,2601908683.0,2050-11-01,353.0
3132DWAF0,24.0,2.903,330.0,2.0,UMBS,19062787423.0,2050-11-01,354.0
3132DWAD5,24.0,2.549,331.0,1.5,UMBS,3375632484.0,2050-11-01,355.0
3132DWA60,21.0,3.355,327.0,2.5,UMBS,702355855.5,2051-02-01,348.0
3132DWA52,21.0,2.88,333.0,2.0,UMBS,22204567521.0,2051-02-01,354.0
3132DWA45,21.0,2.525,335.0,1.5,UMBS,3574185488.0,2051-02-01,356.0
3132DV7L3,25.0,3.329,326.0,2.5,UMBS,5000529777.0,2050-10-01,351.0
3132DV7K5,25.0,2.91,329.0,2.0,UMBS,17995292363.0,2050-10-01,354.0
3132DV7J8,27.0,3.007,327.0,2.0,UMBS,5319148831.0,2050-08-01,354.0
3132DV7C3,26.0,3.343,326.0,2.5,UMBS,7077374239.0,2050-09-01,352.0
3132DV7B5,26.0,2.961,327.0,2.0,UMBS,7786667689.0,2050-09-01,353.0
3132DV7A7,28.0,3.361,326.0,2.5,UMBS,11283214236.0,2050-07-01,354.0
3132DV6U4,27.0,3.36,327.0,2.5,UMBS,12218729681.0,2050-08-01,354.0
3132DV6T7,25.0,2.565,329.0,1.5,UMBS,271927376.1,2050-10-01,354.0
3132DV6R1,29.0,3.029,324.0,2.0,UMBS,613670729.5,2050-06-01,353.0
3132DV6Q3,28.0,3.031,325.0,2.0,UMBS,3035761327.0,2050-07-01,353.0
3132DV6K6,28.0,3.83,323.0,3.0,UMBS,288478476.0,2050-07-01,351.0
3132DV6D2,29.0,3.827,317.0,3.0,UMBS,805094825.1,2050-06-01,346.0
3132DV6C4,29.0,3.387,324.0,2.5,UMBS,9054144475.0,2050-06-01,353.0
3132DV5X9,30.0,3.881,323.0,3.0,UMBS,2131220585.0,2050-05-01,353.0
3132DV5W1,30.0,3.418,322.0,2.5,UMBS,11053706509.0,2050-05-01,352.0
3132DV5R2,31.0,3.857,323.0,3.0,UMBS,1501615586.0,2050-04-01,354.0
3132DV5Q4,31.0,3.481,322.0,2.5,UMBS,1016584039.0,2050-04-01,353.0
3132DV5K7,32.0,3.855,322.0,3.0,UMBS,1695595186.0,2050-03-01,354.0
3132DV5J0,32.0,3.502,321.0,2.5,UMBS,316190641.4,2050-03-01,353.0
3132DV5D3,34.0,3.857,320.0,3.0,UMBS,2436930274.0,2050-02-01,354.0
3132DV5C5,34.0,3.473,320.0,2.5,UMBS,901444828.4,2050-02-01,354.0
3132DV4X0,35.0,4.397,320.0,3.5,UMBS,117320235.6,2050-01-01,355.0
3132DV4W2,35.0,3.464,319.0,2.5,UMBS,832235502.0,2050-01-01,354.0
3132DV4V4,34.0,3.864,319.0,3.0,UMBS,1101151979.0,2050-01-01,353.0
3132DV4R3,36.0,4.889,318.0,4.0,UMBS,69604935.36,2049-12-01,354.0
3132DV4Q5,36.0,4.411,318.0,3.5,UMBS,266050520.7,2049-12-01,354.0
3132DV4P7,35.0,3.862,318.0,3.0,UMBS,1824879288.0,2049-12-01,353.0
3132DV4N2,35.0,3.466,318.0,2.5,UMBS,843604314.4,2049-12-01,353.0
3132DV4J1,37.0,4.395,318.0,3.5,UMBS,148150372.7,2049-11-01,355.0
3132DV4H5,36.0,3.906,318.0,3.0,UMBS,594588482.4,2049-11-01,354.0
3132DV4G7,36.0,3.494,317.0,2.5,UMBS,1273929539.0,2049-11-01,353.0
3132DV4E2,38.0,3.53,315.0,2.5,UMBS,178068656.3,2049-09-01,353.0
3132DV4A0,38.0,4.404,317.0,3.5,UMBS,226066869.4,2049-10-01,355.0
3132DV3Z6,37.0,3.908,317.0,3.0,UMBS,1380665782.0,2049-10-01,354.0
3132DV3Y9,37.0,3.514,316.0,2.5,UMBS,241587443.7,2049-10-01,353.0
3132DV3U7,39.0,4.392,315.0,3.5,UMBS,407529476.5,2049-09-01,354.0
3132DV3T0,38.0,3.939,315.0,3.0,UMBS,849251703.6,2049-09-01,353.0
3132DV3P8,40.0,4.861,314.0,4.0,UMBS,87105805.62,2049-08-01,354.0
3132DV3N3,40.0,4.389,314.0,3.5,UMBS,478976547.9,2049-08-01,354.0
3132DV3M5,39.0,3.962,313.0,3.0,UMBS,274410614.1,2049-08-01,352.0
3132DV3L7,40.0,4.869,314.0,4.0,UMBS,133616551.4,2049-07-01,354.0
3132DV3J2,40.0,4.401,313.0,3.5,UMBS,552757229.2,2049-07-01,353.0
3132DV3H6,40.0,3.988,312.0,3.0,UMBS,261769262.6,2049-07-01,352.0
3132DMTB1,22.0,3.369,332.0,2.5,UMBS,105010998.3,2051-02-01,354.0
3132DMKA2,44.0,4.837,309.0,4.0,UMBS,89674662.7,2049-09-01,353.0
3132DMJ97,39.0,4.401,316.0,3.5,UMBS,260457101.6,2050-04-01,355.0
3132DMH81,116.0,3.613,226.0,3.0,UMBS,86267950.01,2043-07-01,342.0
3132DM6D2,9.0,3.378,350.0,2.5,UMBS,75251077.41,2052-02-01,359.0
3132DM5G6,10.0,3.403,348.0,2.5,UMBS,69183631.85,2052-02-01,358.0
3132D6CP3,2.0,4.796,176.0,4.0,UMBS,98615909.91,2037-09-01,178.0
3132D6CN8,2.0,4.291,176.0,3.5,UMBS,314720306.2,2037-09-01,178.0
3132D6CJ7,3.0,4.665,174.0,4.0,UMBS,92776768.88,2037-08-01,177.0
3132D6CH1,4.0,4.723,174.0,4.0,UMBS,106249518.2,2037-07-01,178.0
3132D6CF5,3.0,4.235,175.0,3.5,UMBS,394511580.3,2037-08-01,178.0
3132D6CE8,4.0,3.774,175.0,3.0,UMBS,201454902.4,2037-08-01,179.0
3132D6BX7,6.0,3.076,172.0,2.5,UMBS,698259052.0,2037-05-01,178.0
3132D6BW9,6.0,2.693,173.0,2.0,UMBS,580325200.8,2037-05-01,179.0
3132D6BS8,7.0,3.102,172.0,2.5,UMBS,441522974.6,2037-04-01,179.0
3132D6BR0,7.0,2.669,172.0,2.0,UMBS,1022887300.0,2037-04-01,179.0
3132D6BQ2,7.0,2.25,172.0,1.5,UMBS,79527947.02,2037-04-01,179.0
3132D6BN9,8.0,2.614,170.0,2.0,UMBS,1500996340.0,2037-03-01,178.0
3132D6BM1,8.0,2.23,171.0,1.5,UMBS,1224282746.0,2037-03-01,179.0
3132D6BJ8,9.0,2.575,169.0,2.0,UMBS,1539949339.0,2037-02-01,178.0
3132D6BH2,9.0,2.157,169.0,1.5,UMBS,1253583745.0,2037-02-01,178.0
3132D6BE9,10.0,2.563,168.0,2.0,UMBS,1896295247.0,2037-01-01,178.0
3132D6BD1,10.0,2.162,168.0,1.5,UMBS,2005900666.0,2037-01-01,178.0
3132D6B90,4.0,4.153,174.0,3.5,UMBS,317412823.5,2037-07-01,178.0
3132D6B82,4.0,3.639,174.0,3.0,UMBS,395713110.2,2037-07-01,178.0
3132D6B74,5.0,3.11,174.0,2.5,UMBS,269662739.7,2037-07-01,179.0
3132D6B58,5.0,3.593,174.0,3.0,UMBS,544604572.3,2037-06-01,179.0
3132D6B41,5.0,3.167,173.0,2.5,UMBS,272434288.8,2037-06-01,178.0
3132D6AY6,13.0,2.595,164.0,2.0,UMBS,1212368236.0,2036-10-01,177.0
3132D6AX8,13.0,2.168,165.0,1.5,UMBS,1869061427.0,2036-10-01,178.0
3132D6AU4,14.0,2.572,163.0,2.0,UMBS,2054911001.0,2036-09-01,177.0
3132D6AT7,14.0,2.212,164.0,1.5,UMBS,1711651168.0,2036-09-01,178.0
3132D6AQ3,15.0,2.609,162.0,2.0,UMBS,1301252549.0,2036-08-01,177.0
3132D6AP5,15.0,2.226,162.0,1.5,UMBS,1972297162.0,2036-08-01,177.0
3132D6AL4,16.0,2.591,161.0,2.0,UMBS,2214285211.0,2036-07-01,177.0
3132D6AK6,16.0,2.223,161.0,1.5,UMBS,2205127204.0,2036-07-01,177.0
3132D6AG5,17.0,2.556,160.0,2.0,UMBS,2593244040.0,2036-06-01,177.0
3132D6AF7,17.0,2.232,160.0,1.5,UMBS,2391133065.0,2036-06-01,177.0
3132D6AC4,18.0,2.53,159.0,2.0,UMBS,2679762370.0,2036-05-01,177.0
3132D6AB6,18.0,2.217,159.0,1.5,UMBS,3721016392.0,2036-05-01,177.0
3132D6A91,11.0,2.498,167.0,2.0,UMBS,613447872.5,2036-12-01,178.0
3132D6A83,11.0,2.137,167.0,1.5,UMBS,2436885736.0,2036-12-01,178.0
3132D6A59,12.0,2.517,165.0,2.0,UMBS,1257795805.0,2036-11-01,177.0
3132D6A42,12.0,2.125,166.0,1.5,UMBS,2755181037.0,2036-11-01,178.0
3132D57K2,19.0,2.524,157.0,2.0,UMBS,2231663235.0,2036-04-01,176.0
3132D57J5,19.0,2.196,158.0,1.5,UMBS,2238755697.0,2036-04-01,177.0
3132D57E6,20.0,2.539,155.0,2.0,UMBS,1858181758.0,2036-03-01,175.0
3132D57D8,20.0,2.225,156.0,1.5,UMBS,2237157145.0,2036-03-01,176.0
3132D57A4,21.0,2.631,154.0,2.0,UMBS,1777272351.0,2036-02-01,175.0
3132D56Z0,21.0,2.275,155.0,1.5,UMBS,2084606775.0,2036-02-01,176.0
3132D56V9,22.0,2.659,153.0,2.0,UMBS,2111136336.0,2036-01-01,175.0
3132D56U1,22.0,2.288,154.0,1.5,UMBS,3977480730.0,2036-01-01,176.0
3132D56Q0,23.0,2.66,152.0,2.0,UMBS,2038151666.0,2035-12-01,175.0
3132D56P2,23.0,2.291,153.0,1.5,UMBS,3639107186.0,2035-12-01,176.0
3132D56K3,24.0,2.654,151.0,2.0,UMBS,2387898243.0,2035-11-01,175.0
3132D56J6,24.0,2.312,152.0,1.5,UMBS,2760350065.0,2035-11-01,176.0
3132D56E7,25.0,2.673,151.0,2.0,UMBS,3082264726.0,2035-10-01,176.0
3132D56D9,25.0,2.346,151.0,1.5,UMBS,1443103512.0,2035-10-01,176.0
3132D56C1,26.0,2.417,150.0,1.5,UMBS,264848698.8,2035-09-01,176.0
3132D56B3,27.0,2.422,149.0,1.5,UMBS,77822432.26,2035-08-01,176.0
3132D55W8,26.0,2.709,149.0,2.0,UMBS,3484554040.0,2035-09-01,175.0
3132D55S7,27.0,2.731,148.0,2.0,UMBS,2672750531.0,2035-08-01,175.0
3132D55N8,28.0,3.077,147.0,2.5,UMBS,629882087.3,2035-07-01,175.0
3132D55M0,28.0,2.7,147.0,2.0,UMBS,2618396982.0,2035-07-01,175.0
3132D55J7,29.0,3.107,145.0,2.5,UMBS,618377640.0,2035-06-01,174.0
3132D55H1,29.0,2.698,146.0,2.0,UMBS,2427535415.0,2035-06-01,175.0
3132D55E8,30.0,3.238,144.0,2.5,UMBS,414878727.8,2035-05-01,174.0
3132D55D0,30.0,2.822,144.0,2.0,UMBS,1741475671.0,2035-05-01,174.0
3132D54Z2,31.0,3.165,142.0,2.5,UMBS,338807755.9,2035-04-01,173.0
3132D54V1,33.0,3.582,142.0,3.0,UMBS,99259512.13,2035-03-01,175.0
3132D54U3,32.0,3.134,141.0,2.5,UMBS,221892054.6,2035-03-01,173.0
3132D54R0,33.0,3.591,141.0,3.0,UMBS,86409926.63,2035-02-01,174.0
3132D54Q2,33.0,3.148,141.0,2.5,UMBS,231643077.4,2035-02-01,174.0
3132D54L3,34.0,3.53,139.0,3.0,UMBS,144330653.7,2035-01-01,173.0
3132D54K5,34.0,3.122,139.0,2.5,UMBS,441209906.4,2035-01-01,173.0
3132D54D1,35.0,3.141,138.0,2.5,UMBS,388371396.5,2034-12-01,173.0
3132D53Y6,36.0,3.171,138.0,2.5,UMBS,349066266.5,2034-11-01,174.0
3132D53W0,38.0,3.283,135.0,2.5,UMBS,138112749.1,2034-09-01,173.0
3132D53T7,37.0,3.201,135.0,2.5,UMBS,171561248.0,2034-10-01,172.0
3132CWXT6,4.0,4.159,174.0,3.5,UMBS,142453447.2,2037-07-01,178.0
3132CWLZ5,28.0,2.839,147.0,2.0,UMBS,130658913.0,2035-07-01,175.0
3132CWH49,125.0,3.963,49.0,3.5,UMBS,69171998.12,2029-01-01,174.0
3132AEKB1,41.0,4.039,310.0,3.0,UMBS,273531386.9,2049-06-01,351.0
3132AEJ72,41.0,4.436,311.0,3.5,UMBS,469573246.6,2049-06-01,352.0
3132AEEZ5,43.0,4.88,311.0,4.0,UMBS,94869919.9,2049-05-01,354.0
3132AEEY8,42.0,4.493,310.0,3.5,UMBS,335823075.8,2049-05-01,352.0
3132AEE44,42.0,4.127,308.0,3.0,UMBS,130150644.8,2049-05-01,350.0
3132AEB96,43.0,4.847,307.0,4.0,UMBS,114426118.2,2049-04-01,350.0
3132AEB88,43.0,4.483,308.0,3.5,UMBS,161861448.0,2049-04-01,351.0
3132ADWE4,48.0,4.728,303.0,4.0,UMBS,87039736.55,2048-12-01,351.0
3132ADWD6,48.0,4.336,302.0,3.5,UMBS,74845877.99,2048-12-01,350.0
3132ADPD4,49.0,4.735,303.0,4.0,UMBS,145564808.6,2048-11-01,352.0
3132AD6M5,44.0,4.507,308.0,3.5,UMBS,81321538.51,2049-03-01,352.0
3132ACYH7,50.0,4.737,303.0,4.0,UMBS,271139444.0,2048-10-01,353.0
3132ACYG9,50.0,4.395,302.0,3.5,UMBS,74989118.48,2048-10-01,352.0
3132A9SB4,76.0,3.047,97.0,2.5,UMBS,98737049.59,2031-06-01,173.0
3132A7WG2,122.0,2.986,53.0,2.5,UMBS,98722327.22,2028-03-01,175.0
3132A7V65,115.0,2.576,59.0,2.0,UMBS,72450958.84,2028-11-01,174.0
3132A5KB0,51.0,4.729,301.0,4.0,UMBS,98828630.3,2048-09-01,352.0
3132A5JW6,53.0,4.377,298.0,3.5,UMBS,94546007.16,2048-07-01,351.0
3132A5J63,52.0,4.718,301.0,4.0,UMBS,125643568.9,2048-08-01,353.0
3132A5H73,58.0,3.872,293.0,3.0,UMBS,72505754.87,2048-02-01,351.0
3131YC5V4,42.0,4.366,311.0,3.5,UMBS,101026686.5,2049-05-01,353.0
3128MMXF5,57.0,3.543,116.0,3.0,FHLMCGLD,68643308.11,2033-02-01,173.0
3128MMVZ3,69.0,2.888,104.0,2.5,FHLMCGLD,212666619.3,2032-02-01,173.0
3128MJZW3,69.0,3.579,281.0,3.0,FHLMCGLD,89504228.42,2047-04-01,350.0
3128MJZQ6,69.0,3.596,281.0,3.0,FHLMCGLD,190054958.8,2047-03-01,350.0
3128MJVR8,93.0,4.172,253.0,3.5,FHLMCGLD,629801768.8,2045-01-01,346.0
3128MFMC9,77.0,3.545,97.0,3.0,FHLMCGLD,529278084.5,2032-03-01,174.0
3128MFMB1,74.0,2.984,99.0,2.5,FHLMCGLD,2247809954.0,2032-02-01,173.0
3128MFGD4,87.0,3.52,87.0,3.0,FHLMCGLD,1377346664.0,2031-05-01,174.0
3128MFGC6,100.0,4.065,74.0,3.5,FHLMCGLD,118380939.2,2030-10-01,174.0
3128MFDA3,88.0,3.067,85.0,2.5,FHLMCGLD,1462785213.0,2031-02-01,173.0
3128MFC97,95.0,3.558,78.0,3.0,FHLMCGLD,409098973.8,2031-12-01,173.0
3128MFC89,96.0,3.173,78.0,2.5,FHLMCGLD,194986007.9,2030-04-01,174.0
3128MFAV0,110.0,4.031,65.0,3.5,FHLMCGLD,94719631.47,2029-01-01,175.0
3128MFAT5,112.0,2.996,63.0,2.5,FHLMCGLD,68103921.57,2029-01-01,175.0
3128MFAS7,113.0,2.637,62.0,2.0,FHLMCGLD,549209067.2,2028-11-01,175.0
3128MF2N7,114.0,3.542,60.0,3.0,FHLMCGLD,136747579.2,2029-01-01,174.0
3128MF2M9,65.0,3.553,108.0,3.0,FHLMCGLD,2180654681.0,2033-01-01,173.0
3128MF2E7,115.0,3.008,59.0,2.5,FHLMCGLD,154499850.2,2028-11-01,174.0
3128MF2B3,116.0,3.04,59.0,2.5,FHLMCGLD,72782786.65,2029-07-01,175.0
3128MEY39,116.0,2.945,58.0,2.5,FHLMCGLD,1103044553.0,2028-11-01,174.0
3128MEWK3,98.0,3.534,75.0,3.0,FHLMCGLD,402699603.8,2029-10-01,173.0
3128MEWG2,101.0,3.59,72.0,3.0,FHLMCGLD,407481665.5,2029-08-01,173.0
3128MEWF4,104.0,3.533,69.0,3.0,FHLMCGLD,429120500.6,2029-04-01,173.0
3128MEWE7,107.0,3.56,67.0,3.0,FHLMCGLD,494325129.0,2029-01-01,174.0
3128MEWD9,111.0,2.937,64.0,2.5,FHLMCGLD,762789763.8,2028-11-01,175.0
3128MEWC1,110.0,3.497,64.0,3.0,FHLMCGLD,398092113.1,2028-11-01,174.0
3128MEVK4,113.0,2.976,61.0,2.5,FHLMCGLD,1329652314.0,2029-07-01,174.0
3128MEVJ7,119.0,2.991,55.0,2.5,FHLMCGLD,1230668259.0,2028-11-01,174.0
3128METQ4,122.0,3.01,53.0,2.5,FHLMCGLD,524851371.8,2027-11-01,175.0
3128MESY8,125.0,3.467,49.0,3.0,FHLMCGLD,188936272.6,2029-08-01,174.0
3128MESX0,125.0,3.132,50.0,2.5,FHLMCGLD,181210997.0,2027-08-01,175.0
3128MER94,104.0,3.998,70.0,3.5,FHLMCGLD,121560887.9,2029-05-01,174.0
3128MER60,107.0,4.066,67.0,3.5,FHLMCGLD,102692629.0,2029-02-01,174.0
3128MEQQ7,128.0,3.43,47.0,3.0,FHLMCGLD,241680553.6,2029-03-01,175.0
3128MEQP9,131.0,3.442,45.0,3.0,FHLMCGLD,213150409.7,2027-11-01,176.0
3128ME2P5,83.0,3.111,34.0,2.5,FHLMCGLD,92526356.6,2030-09-01,117.0
3128M8YC2,164.0,4.987,181.0,4.5,FHLMCGLD,208197768.9,2039-05-01,345.0
3128M8XK5,160.0,4.885,185.0,4.5,FHLMCGLD,654533616.0,2039-11-01,345.0
3128M8XJ8,174.0,5.632,174.0,5.0,FHLMCGLD,257621635.7,2039-05-01,348.0
3128M8X82,163.0,4.889,182.0,4.5,FHLMCGLD,490129533.0,2039-09-01,345.0
3128M8X58,162.0,4.939,183.0,4.5,FHLMCGLD,470362712.0,2039-06-01,345.0
3128M8X41,179.0,5.674,170.0,5.0,FHLMCGLD,121014019.5,2040-06-01,349.0
3128M8X33,161.0,4.927,184.0,4.5,FHLMCGLD,272453520.5,2040-03-01,345.0
3128M8X25,176.0,5.633,174.0,5.0,FHLMCGLD,98818386.22,2039-01-01,350.0
3128M8WV2,166.0,5.584,180.0,5.0,FHLMCGLD,83928849.53,2039-10-01,346.0
3128M8WU4,163.0,4.576,180.0,4.0,FHLMCGLD,375074296.4,2039-05-01,343.0
3128M8WS9,164.0,5.618,182.0,5.0,FHLMCGLD,93095809.41,2039-05-01,346.0
3128M8WR1,159.0,4.882,186.0,4.5,FHLMCGLD,939096077.8,2039-11-01,345.0
3128M8WM2,161.0,5.415,186.0,5.0,FHLMCGLD,131610561.9,2039-09-01,347.0
3128M8WL4,158.0,4.884,187.0,4.5,FHLMCGLD,415129494.8,2039-10-01,345.0
3128M8WE0,162.0,4.57,181.0,4.0,FHLMCGLD,312339673.5,2039-06-01,343.0
3128M8WC4,157.0,4.919,186.0,4.5,FHLMCGLD,90821270.66,2039-10-01,343.0
3128M8WB6,158.0,5.414,188.0,5.0,FHLMCGLD,806661543.3,2040-03-01,346.0
3128M8WA8,161.0,4.572,180.0,4.0,FHLMCGLD,300901627.1,2039-07-01,341.0
3128M8V76,160.0,4.494,183.0,4.0,FHLMCGLD,392503853.1,2039-08-01,343.0
3128M8V27,153.0,4.932,192.0,4.5,FHLMCGLD,495070395.5,2040-03-01,345.0
3128M8RL0,155.0,5.391,192.0,5.0,FHLMCGLD,822605377.5,2040-02-01,347.0
3128M8RK2,152.0,4.908,192.0,4.5,FHLMCGLD,386503379.6,2040-06-01,344.0
3128M8RJ5,159.0,4.472,184.0,4.0,FHLMCGLD,296018562.1,2040-02-01,343.0
3128M8QZ0,152.0,5.356,196.0,5.0,FHLMCGLD,487641054.6,2040-05-01,348.0
3128M8QY3,151.0,4.944,193.0,4.5,FHLMCGLD,176913821.7,2040-04-01,344.0
3128M8QT4,149.0,4.987,195.0,4.5,FHLMCGLD,513528218.3,2040-07-01,344.0
3128M8QR8,149.0,5.378,199.0,5.0,FHLMCGLD,311530990.5,2040-07-01,348.0
3128M8QQ0,155.0,4.618,188.0,4.0,FHLMCGLD,125242600.5,2040-03-01,343.0
3133BN6D0,0.0,4.704,360.0,4.0,UMBS,147000000.0,2052-10-01,360.0
3133BN6A6,0.0,5.183,360.0,4.5,UMBS,138645134.0,2052-10-01,360.0
3133BMKW4,1.0,5.561,358.0,4.5,UMBS,78318904.0,2052-09-01,359.0
3133BMDN2,1.0,5.492,357.0,4.5,UMBS,131170517.0,2052-09-01,358.0
3133BKTX7,1.0,5.951,359.0,5.0,UMBS,70298176.0,2052-09-01,360.0
3133BKTW9,1.0,5.507,357.0,4.5,UMBS,99650000.0,2052-09-01,358.0
3133BKMX4,2.0,5.521,355.0,4.5,UMBS,265033118.0,2052-09-01,357.0
